Fam117b	1	59913006	59985346
Wdr12	1	60069785	60098645
Carf	1	60098247	60153953
Nbeal1	1	60180599	60338328
Cyp20a1	1	60343323	60388060
Abi2	1	60409619	60481158
Raph1	1	60482292	60567104
Cd28	1	60716800	60773359
Ctla4	1	60887000	60915832
Icos	1	60977927	61000320
Pard3b	1	61638824	62642284
Nrp2	1	62703285	62818695
Ino80d	1	62958418	63114667
Ndufs1	1	63143596	63176833
Eef1b2	1	63176825	63180486
Fastkd2	1	63730614	63754655
Klf7	1	64029447	64122282
Creb1	1	64532645	64604548
Mettl21a	1	64606473	64617242
Ccnyl1	1	64690455	64725644
Fzd5	1	64730558	64737751
Plekhm3	1	64785983	64956824
Idh1	1	65158616	65186500
Pikfyve	1	65186683	65278695
Map2	1	66175273	66442583
Rpe	1	66700831	66719805
Kansl1l	1	66719248	66817562
Acadl	1	66830839	66863277
Lancl1	1	67000517	67038872
Ikzf2	1	69531214	69687245
Bard1	1	71027498	71103146
Atic	1	71557150	71579631
Fn1	1	71585520	71653200
Pecr	1	72259167	72284314
Xrcc5	1	72307427	72394952
Smarcal1	1	72583251	72633134
Igfbp5	1	72857932	72874884
Tns1	1	73910231	74124449
Rufy4	1	74125541	74148223
Cxcr2	1	74153989	74161246
Arpc2	1	74236084	74268209
Aamp	1	74279840	74284738
Pnkd	1	74284930	74353694
Tmbim1	1	74288247	74305622
Slc11a1	1	74375195	74386062
Ctdsp1	1	74391509	74397285
Vil1	1	74409376	74435559
Usp37	1	74435511	74544284
Cnot9	1	74506058	74530842
Zfp142	1	74565127	74588246
Bcs1l	1	74588289	74592443
Rnf25	1	74593748	74601397
Ttll4	1	74661745	74703730
Cyp27a1	1	74713574	74737892
Wnt10a	1	74791516	74804179
Ihh	1	74945315	74951672
Nhej1	1	74967139	75125200
Cnppd1	1	75134554	75142711
Zfand2b	1	75168646	75171629
Abcb6	1	75171717	75180392
Atg9a	1	75180860	75192196
Ankzf1	1	75192151	75199387
Glb1l	1	75198236	75210813
Stk16	1	75210838	75215606
Tuba4a	1	75214228	75219865
Dnajb2	1	75236406	75245692
Ptprn	1	75247027	75264502
Dnpep	1	75307896	75317990
Des	1	75360329	75368579
Gmppa	1	75435930	75443179
Chpf	1	75474569	75479307
Obsl1	1	75479310	75506452
Stk11ip	1	75521529	75537335
Slc4a3	1	75546266	75562172
Epha4	1	77367185	77515088
Pax3	1	78101267	78197134
Sgpp2	1	78310345	78420289
Farsb	1	78417975	78488897
Acsl3	1	78657825	78707743
Utp14b	1	78658038	78671512
Ap1s3	1	79606876	79671972
Wdfy1	1	79702262	79776143
Serpine2	1	79794197	79861180
Cul3	1	80264923	80340480
Dock10	1	80501073	80758527
Irs1	1	82233101	82291416
Rhbdd1	1	82316452	82445366
Col4a4	1	82448423	82586849
Mff	1	82724890	82752394
Tm4sf20	1	82756649	82768461
Agfg1	1	82839483	82901182
Ccl20	1	83116766	83119167
Pid1	1	84036296	84364180
Trip12	1	84721189	84840516
Fbxo36	1	84839841	84900487
Sp110	1	85576899	85598817
Sp140	1	85600378	85645037
Sp100	1	85649988	85709998
A630001G21Rik	1	85717083	85778643
Cab39	1	85793441	85851576
Itm2c	1	85894281	85908675
Gpr55	1	85938318	85961007
Psmd1	1	86064387	86139151
Armc9	1	86154780	86278284
B3gnt7	1	86302832	86307305
Ncl	1	86344719	86359400
Ptma	1	86526726	86530712
Pde6d	1	86542994	86582629
Cops7b	1	86582904	86609375
Dis3l2	1	86703808	87050095
Alpi	1	87098002	87101606
Eif4e2	1	87213914	87240488
Gigyf2	1	87326998	87450796
Ngef	1	87476834	87573870
Neu2	1	87509889	87597845
Inpp5d	1	87620312	87720507
Atg16l1	1	87755870	87792428
Dgkd	1	87853287	87945180
Usp40	1	87945119	88008551
Ugt1a7c	1	88095062	88220002
Hjurp	1	88262471	88277633
Spp2	1	88406961	88426438
Glrp1	1	88499871	88510066
Arl4c	1	88673125	88702221
Sh3bp4	1	89070415	89155068
Agap1	1	89454806	89897617
Ackr3	1	90203980	90216751
Cops8	1	90602981	90613341
Col6a3	1	90765923	90843971
Mlph	1	90915085	90951142
Rab17	1	90958133	90969661
Lrrfip1	1	90998737	91128944
Ramp1	1	91179822	91225196
Ube2f	1	91250304	91290337
Scly	1	91298338	91321075
Ilkap	1	91373861	91398815
Hes6	1	91411483	91414038
Per2	1	91415982	91459324
Traf3ip1	1	91494647	91529307
Asb1	1	91540544	91559589
Twist2	1	91801461	91848028
Hdac4	1	91928779	92195699
Ndufa10	1	92439010	92473860
Cops9	1	92637145	92641985
Gpc1	1	92831645	92860779
Dusp28	1	92906981	92908435
Rnpepl1	1	92910783	92924384
Capn10	1	92934376	92947941
Gpr35	1	92950865	92986391
Mterf4	1	93299211	93305915
Pask	1	93308770	93343482
Ppp1r7	1	93342854	93373489
Hdlbp	1	93405940	93478815
Sept2	1	93478993	93509733
Farp2	1	93512079	93621976
Stk25	1	93619751	93658659
Bok	1	93685660	93695764
Thap4	1	93701935	93754864
Atg4b	1	93751500	93790610
Dtymk	1	93792576	93801934
Ing5	1	93803965	93822101
D2hgdh	1	93824909	93852348
Pdcd1	1	94038305	94052553
Fam174a	1	95313623	95335284
St8sia4	1	95587682	95667571
Slco4c1	1	96816270	96872171
D1Ertd622e	1	97606318	97662074
Ppip5k2	1	97706048	97770411
Gin1	1	97770172	97793709
Pam	1	97795114	98095646
Rnf152	1	105276914	105356710
Pign	1	105518422	105663677
Tnfrsf11a	1	105780718	105847981
Zcchc2	1	105990406	106034074
Phlpp1	1	106171752	106394250
Bcl2	1	106538178	106714274
Kdsr	1	106720459	106759727
Vps4b	1	106764071	106796728
Serpinb5	1	106861173	106883348
Serpinb2	1	107511423	107535478
Serpinb8	1	107590006	107610484
Cdh7	1	109982431	110140157
Dsel	1	111858702	111864918
Tsn	1	118294778	118311739
Nifk	1	118321839	118333822
Clasp1	1	118389058	118612678
Tfcp2l1	1	118627945	118685168
Ralb	1	119470305	119504794
Tmem185b	1	119526160	119528983
Epb41l5	1	119545037	119649000
Ptpn4	1	119652467	119837613
Tmem177	1	119907890	119913208
Tmem37	1	120067377	120074074
Dbi	1	120113280	120121078
Steap3	1	120190757	120272705
Marco	1	120474538	120505024
En1	1	120602418	120607992
Insig2	1	121304353	121332589
Ccdc93	1	121431049	121506460
Ddx18	1	121553835	121567989
Actr3	1	125392905	125435727
Slc35f5	1	125560595	125595820
Gpr39	1	125676995	125873862
Mgat5	1	127205015	127488336
Tmem163	1	127486546	127679548
Acmsd	1	127729413	127767978
Ccnt2	1	127774164	127808061
Rab3gap1	1	127868773	127943868
Zranb3	1	127954184	128103047
R3hdm1	1	128103301	128237736
Ubxn4	1	128243964	128279378
Mcm6	1	128331590	128359664
Dars	1	128363707	128417368
Cxcr4	1	128588199	128592293
Cd55	1	130439027	130462744
C4bp	1	130634773	130661632
Pfkfb2	1	130689182	130729253
Yod1	1	130717327	130724358
AA986860	1	130731976	130744622
Pigr	1	130826684	130852249
Fcmr	1	130865669	130880791
Mapkapk2	1	131053700	131097826
Dyrk3	1	131127455	131138340
Eif2d	1	131153181	131187658
Rassf5	1	131176410	131245258
Ikbke	1	131254343	131279606
Srgap2	1	131285251	131527352
Ctse	1	131638306	131675505
Rab7b	1	131688695	131715439
Slc26a9	1	131744022	131771504
Slc41a1	1	131827493	131848865
Rab29	1	131867224	131872887
Nucks1	1	131910534	131936321
Slc45a3	1	131962967	131982969
Elk4	1	132007607	132032612
Mfsd4a	1	132022806	132068062
Cdk18	1	132112237	132139684
Klhdc8a	1	132298626	132307357
Nuak2	1	132316126	132333488
Tmcc2	1	132356315	132391281
Dstyk	1	132417555	132466958
Rbbp5	1	132477365	132505659
Tmem81	1	132506230	132508639
Mdm4	1	132959484	133030561
Pik3c2b	1	133045667	133108687
Ppp1r15b	1	133131143	133139783
Plekha6	1	133164210	133303435
Sox13	1	133382303	133424377
Snrpe	1	133603871	133610291
Zc3h11a	1	133619871	133661380
Lax1	1	133679091	133690108
Atp2b4	1	133699457	133801041
Prelp	1	133910304	133921414
Btg2	1	134075170	134079120
Chil1	1	134182176	134190181
Adora1	1	134199223	134235431
Ppfia4	1	134296783	134332928
Tmem183a	1	134346097	134361979
Cyb5r1	1	134405559	134411740
Adipor1	1	134415378	134433351
Klhl12	1	134455531	134491018
Rabif	1	134494648	134508774
Kdm5b	1	134560171	134635285
Ppp1r12b	1	134754658	134955942
Ube2t	1	134962565	134974162
Lgr6	1	134983301	135105276
Ptpn7	1	135132700	135145317
Arl8a	1	135146824	135156269
Elf3	1	135253575	135258568
Rnpep	1	135262712	135284084
Timm17a	1	135295213	135313778
Shisa4	1	135371057	135375237
Ipo9	1	135382312	135430499
Nav1	1	135434580	135688105
Csrp1	1	135720061	135752232
Phlda3	1	135766119	135769136
Lad1	1	135818598	135833342
Tnnt2	1	135836354	135852260
Pkp1	1	135871395	135919207
Tmem9	1	136008150	136035342
Cacna1s	1	136052750	136119822
Kif21b	1	136131389	136177998
Camsap2	1	136268123	136346104
Ddx59	1	136415271	136440158
Kif14	1	136466343	136531511
Zfp281	1	136624901	136630053
Nr5a2	1	136842571	136960448
Ptprc	1	138062861	138175708
Nek7	1	138482875	138620141
2310009B15Rik	1	138851983	138856852
Dennd1b	1	138963435	139178960
Zbtb41	1	139422288	139453005
Aspm	1	139454772	139494091
Cfh	1	140084708	140183764
Cdc73	1	143598800	143702893
Glrx2	1	143716338	143749676
Uchl5	1	143777272	143807466
Rgs2	1	143999338	144004161
Rgs1	1	144242296	144249242
Rgs18	1	144752683	144775435
Pla2g4a	1	149829618	149961290
Ptgs2	1	150100031	150108227
Tpr	1	150392838	150449935
Prg4	1	150449412	150466165
Ivns1abp	1	151344477	151364422
Swt1	1	151367699	151428455
Trmt1l	1	151428542	151458161
Rnf2	1	151458004	151500955
Fam129a	1	151571186	151721939
Edem3	1	151755371	151822051
1700025G04Rik	1	151852403	152090125
Tsen15	1	152370735	152386688
Rgl1	1	152516760	152766351
Arpc5	1	152766542	152775597
Ncf2	1	152800194	152836991
Smg7	1	152836995	152902646
Lamc2	1	153122756	153186447
Lamc1	1	153218922	153332786
Dhx9	1	153455758	153487660
Rgs16	1	153740349	153745468
Rnasel	1	153749426	153764221
Glul	1	153899944	153909723
Cacna1e	1	154390731	154884501
Ier5	1	155096361	155099636
Mr1	1	155127277	155146814
Stx6	1	155158715	155208256
Xpr1	1	155275701	155417415
Acbd6	1	155558120	155691330
Qsox1	1	155776029	155812889
Cep350	1	155844964	155973255
Tor1aip1	1	156004599	156036480
Tor1aip2	1	156035403	156068861
Gm2000	1	156366040	156366484
Soat1	1	156424525	156474331
Gm10031	1	156524012	156526664
Abl2	1	156558786	156649568
Tor3a	1	156653617	156674356
Fam20b	1	156678532	156719086
Ralgps2	1	156804166	156939626
Rasal2	1	157135182	157412595
Sec16b	1	157506728	157568425
4930523C07Rik	1	160044382	160080208
Cacybp	1	160202367	160212875
Rabgap1l	1	160219174	160793211
Rc3h1	1	160906418	160974978
Zbtb37	1	161002922	161034849
Dars2	1	161040601	161070658
Cenpl	1	161070713	161086724
Klhl20	1	161088375	161131511
Prdx6	1	161240112	161251219
Fasl	1	161780689	161788495
Suco	1	161816114	161876682
Pigc	1	161969186	161973435
Dnm3	1	161982453	162478034
Vamp4	1	162570515	162599084
Prrc2c	1	162670725	162740556
Prrx1	1	163245119	163313710
Gorab	1	163384908	163403669
Kifap3	1	163779583	163917109
Scyl3	1	163929100	163955126
BC055324	1	163945993	163994796
Sell	1	164061982	164084181
Selp	1	164115264	164150026
F5	1	164151838	164220277
Slc19a2	1	164249046	164265385
Ccdc181	1	164275585	164287847
Blzf1	1	164289800	164307489
Nme7	1	164304121	164437725
Atp1b1	1	164437109	164458355
Dpt	1	164796644	164824266
Sft2d2	1	165174337	165194438
Tiprl	1	165212286	165236996
Dcaf6	1	165328698	165460475
Mpc2	1	165460637	165481214
Mpzl1	1	165592240	165634538
Rcsd1	1	165646516	165709757
Creg1	1	165763746	165775308
Cd247	1	165788681	165877277
Pou2f1	1	165865154	166002678
Gpa33	1	166130238	166166510
Ildr2	1	166254139	166316823
Tada1	1	166379097	166393621
Pogk	1	166384622	166409863
Fam78b	1	167001417	167091302
Uck2	1	167222883	167285320
Tmco1	1	167308378	167333978
Aldh9a1	1	167349991	167368532
Mgst3	1	167371966	167393841
Pbx1	1	168119364	168432270
Nuf2	1	169497934	169531464
Hsd17b7	1	169949535	169969241
Ddr2	1	169972307	170110762
Uap1	1	170141938	170174957
Uhmk1	1	170193420	170215397
Sh2d1b1	1	170277320	170286769
Gm7694	1	170298199	170306332
Nos1ap	1	170302668	170589861
Olfml2b	1	170644532	170682789
Atf6	1	170704674	170867771
Dusp12	1	170873498	170885540
Fcrla	1	170917576	170927583
Fcgr2b	1	170958617	170976547
Fcgr4	1	171018920	171029761
Fcgr3	1	171051174	171064935
Sdhc	1	171127165	171150603
Tomm40l	1	171216011	171222514
Fcer1g	1	171229572	171234365
Ndufs2	1	171234853	171251388
Adamts4	1	171250421	171260637
B4galt3	1	171270328	171276896
Ppox	1	171275990	171281186
Usp21	1	171281945	171287991
Ufc1	1	171288563	171295024
Dedd	1	171329145	171342331
Nit1	1	171338008	171345646
Pfdn2	1	171345670	171359254
Arhgap30	1	171388954	171410298
Usf1	1	171411313	171419142
F11r	1	171437535	171464603
Alyref2	1	171503478	171504750
Ly9	1	171588624	171607410
Slamf7	1	171632403	171653035
Cd48	1	171682009	171705258
Slamf1	1	171767127	171801184
Cd84	1	171839697	171890718
Slamf6	1	171917515	171953170
Vangl2	1	172000960	172028444
Ncstn	1	172066013	172082795
Copa	1	172082529	172122330
Pex19	1	172126755	172136493
Dcaf8	1	172148084	172197005
Pea15a	1	172196728	172206804
Igsf8	1	172261641	172319841
Pigm	1	172376546	172384099
Slamf9	1	172475358	172478575
Igsf9	1	172481788	172498878
Tagln2	1	172500047	172507380
Cfap45	1	172520801	172545870
Slamf8	1	172581758	172590568
Dusp23	1	172630764	172632962
Crp	1	172698055	172833031
Ackr1	1	173331886	173333750
Aim2	1	173350879	173466040
Ifi206	1	173468485	173491041
Ifi214	1	173519717	173535957
Ifi209	1	173630917	173647928
Ifi207	1	173723427	173741747
Ifi204	1	173747293	173766943
Mndal	1	173849126	173942491
Ifi211	1	173896345	173913046
Ifi203	1	173920407	173942672
Ifi205	1	174011998	174031810
Spta1	1	174172776	174248450
Fh1	1	175600374	175625635
Kmo	1	175620381	175662116
Chml	1	175682237	175692901
Exo1	1	175880581	175913489
Rbm8a2	1	175977777	175979114
Cep170	1	176733653	176814067
Sdccag8	1	176814660	177020437
Akt3	1	177020073	177258203
Zbtb18	1	177442351	177450764
1700016C15Rik	1	177729814	177753324
Adss	1	177762962	177796511
Desi2	1	178187417	178257301
Cox20	1	178319130	178322693
Hnrnpu	1	178321108	178337797
Smyd3	1	178951960	179518041
Tfb2m	1	179528055	179546267
Cnst	1	179546370	179627478
Sccpdh	1	179668210	179687189
Ahctf1	1	179744894	179803680
Cdc42bpa	1	179960472	180165603
Psen2	1	180227004	180263438
Itpkb	1	180330485	180424802
Parp1	1	180568924	180601254
Lin9	1	180641150	180690694
Acbd3	1	180726043	180754204
H3f3a	1	180800832	180813943
Sde2	1	180851127	180868113
Pycr2	1	180904293	180908088
Lefty1	1	180935022	180938400
Tmem63a	1	180942344	180975112
Ephx1	1	180976210	181020904
Nvl	1	181087138	181144204
Cnih4	1	181144693	181168994
Wdr26	1	181173228	181212001
Lbr	1	181815335	181843046
Enah	1	181896384	182019990
Srp9	1	182124737	182132407
Degs1	1	182275772	182282804
Fbxo28	1	182313102	182341629
Trp53bp2	1	182409172	182462432
Capn2	1	182467260	182517608
Disp1	1	183086266	183221522
Brox	1	183276352	183297269
Aida	1	183296590	183325476
Mia3	1	183326725	183369553
Taf1a	1	183388981	183410198
Dusp10	1	184013302	184075636
Hlx	1	184727140	184732619
Marc2	1	184813068	184846451
C130074G19Rik	1	184871926	184883218
Rab3gap2	1	185204117	185286759
Iars2	1	185284726	185329396
Bpnt1	1	185332149	185357777
Eprs	1	185363044	185428360
Slc30a10	1	185454848	185468762
Lyplal1	1	186087731	186117310
Tgfb2	1	186622792	186705989
Rrp15	1	186720978	186749358
Gpatch2	1	187215508	187351704
Kctd3	1	188971095	189007841
Kcnk2	1	189207930	189402273
Cenpf	1	189640606	189688086
Ptpn14	1	189728268	189876695
Smyd2	1	189880492	189922363
Angel2	1	190925112	190946962
Vash2	1	190947646	190979296
Tatdn3	1	191045826	191062932
Nsl1	1	191063012	191086474
Batf3	1	191097847	191108945
Atf3	1	191170296	191218039
Nenf	1	191306789	191318194
Tmem206	1	191325912	191350914
Ppp2r5a	1	191351975	191403272
Dtl	1	191537356	191575544
Ints7	1	191575636	191623688
Lpgat1	1	191717834	191784255
Nek2	1	191821444	191833050
Slc30a1	1	191906767	191913247
Traf5	1	191997205	192092559
Rcor3	1	192098546	192138062
Sertad4	1	192844488	192855756
Syt14	1	192891233	193035775
Diexf	1	193091104	193130272
Irf6	1	193153111	193172023
A130010J15Rik	1	193168046	193177832
Traf3ip3	1	193175453	193201703
Lamb3	1	193207699	193343878
Hsd11b1	1	193221634	193264075
G0s2	1	193272161	193273217
Plxna2	1	194618218	194816869
Cd34	1	194938819	194961279
Cr1l	1	195097382	195131586
Cr2	1	195136811	195176716
Fam171a1	2	3114224	3227806
Nmt2	2	3284212	3328877
Dclre1c	2	3424131	3464130
Suv39h2	2	3455815	3475031
Hspa14	2	3488850	3512814
Gm45902	2	3504527	3512790
Fam107b	2	3570488	3782142
Frmd4a	2	4017717	4614043
Prpf18	2	4622058	4652113
Bend7	2	4717831	4802142
Sephs1	2	4881564	4910557
Phyh	2	4919019	4938730
Mcm10	2	4989714	5012791
Optn	2	5020642	5064051
Camk1d	2	5293457	5714515
Cdc123	2	5794294	5845164
Nudt5	2	5845019	5871895
Sec61a2	2	5870987	5895432
Upf2	2	5951469	6056703
Proser2	2	6097607	6130211
Echdc3	2	6188465	6213033
Usp6nl	2	6322667	6446390
Celf2	2	6539694	7509563
Gata3	2	9857078	9890034
Taf3	2	9914552	10048596
Atp5c1	2	10056016	10080510
Kin	2	10080593	10092806
Itih2	2	10094593	10131396
Itih5	2	10153571	10256529
Prkcq	2	11172108	11301222
Pfkfb3	2	11471433	11554077
Rbm17	2	11585437	11604153
Il2ra	2	11642807	11693193
Il15ra	2	11705290	11734317
Ankrd16	2	11777876	11790329
Pter	2	12924041	13003455
Rsu1	2	13076821	13271415
Trdmt1	2	13509014	13544668
Vim	2	13573927	13582826
St8sia6	2	13651021	13794064
Hacd1	2	13850282	14056135
Stam	2	14074098	14149634
Tmem236	2	14174523	14221993
Mrc1	2	14229392	14332057
Nsun6	2	14995131	15055069
Arl5b	2	15049395	15082456
Plxdc2	2	16356304	16755839
Nebl	2	17343909	17731464
A930004D18Rik	2	18025193	18037737
Mllt10	2	18055237	18212388
Dnajc1	2	18195654	18392830
Commd3	2	18672384	18676231
Bmi1	2	18677018	18686629
Pip4k2a	2	18842255	18998126
Msrb2	2	19371440	19394976
Otud1	2	19657752	19660583
Etl4	2	19909780	20810713
Arhgap21	2	20847919	20968881
Thnsl1	2	21205724	21215009
Apbb1ip	2	22774094	22875653
Pdss1	2	22895522	22940266
Abi1	2	22940073	23040241
Acbd5	2	23068167	23115558
Mastl	2	23115606	23156024
Yme1l1	2	23156369	23199260
Spopl	2	23506220	23572106
Hnmt	2	24002910	24049394
Il1f9	2	24186476	24193568
Il1rn	2	24336853	24351494
Psd4	2	24367580	24414954
Pax8	2	24420560	24475599
Ehmt1	2	24789928	24919614
Arrdc1	2	24925352	24935252
Zmynd19	2	24949792	24962075
Dph7	2	24962400	24972163
Pnpla7	2	24976033	25054057
Nsmf	2	25054355	25062881
Nrarp	2	25180758	25183339
Tor4a	2	25192966	25196886
Nelfb	2	25199712	25211489
Tubb4b	2	25222160	25224702
Rnf208	2	25242255	25244262
Ndor1	2	25244821	25256022
Tmem203	2	25255439	25256292
Tprn	2	25262618	25269885
Ssna1	2	25271039	25272438
Anapc2	2	25272478	25285915
Lrrc26	2	25289915	25291180
Grin1	2	25291181	25319187
Man1b1	2	25332338	25352212
Dpp7	2	25352276	25356359
Uap1l1	2	25359889	25365682
Sapcd2	2	25372321	25378213
Entpd2	2	25395874	25401321
Npdc1	2	25399351	25409494
Abca2	2	25428703	25448540
Clic3	2	25456838	25458776
Fbxw5	2	25500750	25505471
Traf2	2	25517982	25546940
Edf1	2	25557847	25562082
Phpt1	2	25573430	25575224
Rabl6	2	25583018	25608521
Tmem141	2	25620067	25622005
Fcna	2	25624666	25628030
Bmyc	2	25706739	25707721
Camsap1	2	25926838	25983282
Ubac1	2	25998543	26021747
Nacc2	2	26055535	26123220
Qsox2	2	26208637	26237525
Gpsm1	2	26315515	26348237
Dnlz	2	26348121	26352110
Snapc4	2	26362765	26380653
Pmpca	2	26389339	26397122
Inpp5e	2	26396249	26409203
Sec16a	2	26409431	26445216
Notch1	2	26457903	26516663
Egfl7	2	26580014	26593120
Agpat2	2	26593057	26604417
Surf6	2	26888628	26902879
Med22	2	26905262	26910677
Surf1	2	26913381	26916530
Surf2	2	26916367	26920183
Surf4	2	26920040	26933928
Rexo4	2	26953563	26964386
Cacfd1	2	27009926	27021089
Slc2a6	2	27021363	27027998
Sardh	2	27188393	27248337
Vav2	2	27262104	27427033
Brd3	2	27445579	27507662
Wdr5	2	27515157	27536535
Rxra	2	27676440	27762957
Col5a1	2	27886425	28039514
Fcnb	2	28076378	28084885
Olfm1	2	28192992	28230736
Ppp1r26	2	28446800	28455508
Ralgds	2	28513125	28553081
Gtf3c5	2	28566311	28583751
Gfi1b	2	28609450	28621982
Tsc1	2	28641228	28691167
Gtf3c4	2	28822299	28840360
Ddx31	2	28840406	28905571
Ttf1	2	29060262	29087656
Setx	2	29124181	29182471
Med27	2	29346819	29524793
Rapgef1	2	29619720	29740978
Trub2	2	29761224	29788502
Coq4	2	29787493	29797935
Slc27a4	2	29802634	29817522
Urm1	2	29820075	29845002
Cercam	2	29869164	29882840
Odf2	2	29889221	29931746
Gle1	2	29935426	29960371
Sptan1	2	29965560	30031451
Wdr34	2	30031546	30048881
Set	2	30057378	30072577
Pkn3	2	30077684	30091022
Zdhhc12	2	30090944	30093648
Zer1	2	30097283	30124585
Tbc1d13	2	30133746	30152013
Endog	2	30171493	30174069
Spout1	2	30173453	30178459
Kyat1	2	30185124	30205847
Lrrc8a	2	30237715	30263790
Dolk	2	30284231	30286334
Nup188	2	30286397	30344266
Sh3glb2	2	30344809	30359337
Miga2	2	30364233	30385521
Dolpp1	2	30392254	30400529
Crat	2	30400471	30415813
Ptpa	2	30416039	30447806
Ier5l	2	30471537	30474219
Ntmt1	2	30807826	30823033
